Title,Video ID,Video Owner Title,Published At,View Count,Like Count,Favorite Count,Comment Count
Orchestral Manoeuvres In The Dark - Enola Gay (Official Music Video),d5XJ2GiR6Bo,OMDVEVO,2018-06-08T18:15:22Z,65689207,360975,0,11874
Alphaville - Big In Japan (Official Music Video),tl6u2NASUzU,RHINO,2021-07-26T16:00:50Z,65454238,461521,0,8707
ABBA - Voulez-Vous,za05HBtGsgU,AbbaVEVO,2020-12-03T03:06:41Z,65334835,329233,0,8902
Rick Springfield - Jessie's Girl (Official Video),qYkbTyHXwbs,RickSpringfieldVEVO,2018-06-08T17:20:35Z,64278470,459639,0,20899
Madonna - True Blue (Official Video),P51LunEV3Sk,Madonna,2019-01-18T00:31:18Z,63834087,262070,0,14273
Lasgo - Something,QWbAaTDlBls,clmfsh,2018-06-09T18:51:14Z,63237828,308045,0,9098
Holly Henry - Seven Nation Army (Hot Girl Video),hTb6ClME6Eg,Sound Of Soul,2019-01-17T01:17:19Z,63185158,554638,0,3723
"Murray Head - One Night In Bangkok ""From CHESS""",rgc_LRjlbTU,ChessVEVO,2018-06-30T18:17:29Z,63087909,458532,0,16389
Daryl Hall & John Oates - You Make My Dreams (Official HD Video),EErSKhC0CZs,hallandoatesVEVO,2020-06-02T04:48:32Z,62928952,588799,0,19174
"Purple Disco Machine, Kungs - Substitution (Official Music Video) ft. Julian Perretta",7x5lqqji9ww,pdmVEVO,2023-04-21T15:30:20Z,63104937,317949,0,4846
Michael Bublé - Save The Last Dance For Me [Official Music Video],LAjfB0XfjkA,Michael Bublé,2018-07-02T16:45:02Z,62775045,210203,0,5197
Kygo feat. Conrad Sewell - Firestone (Cover Art),jbZusVDBf4A,Ultra Records,2018-12-16T22:07:01Z,62418842,319021,0,4838
CC Catch - Cause You Are Young (HD),u0sp-2dF3ME,OfficialCCCatchtube,2022-02-17T06:38:52Z,61927764,346875,0,11590
Kungs - Never Going Home (clip officiel),QH2a6V-W87U,KungsVEVO,2021-08-02T14:24:12Z,61710052,419026,0,5529
Bronski Beat - Smalltown Boy,U7-q1WRaKNg,maddyj980,2019-02-21T16:57:52Z,61443122,272703,0,10538
David Bowie - Let's Dance (Official Video),VbD_kBJc_gI,David Bowie,2019-02-25T16:26:00Z,59106996,525800,0,13804
OneRepublic - Run (Official Music Video),TKkcsmvYTw4,OneRepublicVEVO,2021-05-07T08:23:18Z,59021775,536415,0,9523
Tiësto - 10:35 (feat. Tate McRae) (Official Music Video),EXIWlRrkjKE,Tiësto,2023-03-01T16:26:35Z,59070498,343023,0,4345
Limahl - Never Ending Story - 1984,Gf1WT8VEZxk,juan muñoz,2019-03-04T22:09:52Z,58831755,411966,0,28172
The Clash - London Calling (Official Video),EfK-WX2pa8c,theclashVEVO,2018-06-08T17:08:19Z,58740400,411131,0,13987
Bananarama - Cruel Summer (Official Video),l9ml3nyww80,London Records,2018-06-09T18:02:45Z,58367070,406234,0,25080
P!nk - Get The Party Started (Official Video),mW1dbiD_zDk,PinkVEVO,2021-09-18T14:42:00Z,57640594,413268,0,11031
Neil Diamond - Sweet Caroline High Quality neildiamond,1vhFnTjia_I,KarlStudios1,2018-06-30T19:22:33Z,57447245,318013,0,1819
Samantha Fox - Touch Me (I Want Your Body),W1btg3mpEOc,SamanthaFoxVEVO,2020-06-30T00:59:36Z,57491374,333005,0,10834
Grease - Summer Nights HD,ZW0DfsCzfq4,Kurt Harmsworth,2018-06-30T19:37:50Z,57128833,362816,0,13729
"Ob-La-Di, Ob-La-Da (Remastered 2009)",_J9NpHKrKMw,The Beatles - Topic,2020-08-13T10:37:07Z,57065070,446664,0,7504
Sugar Sugar,C7T4aQMxTTM,The Archies - Topic,2020-06-02T10:06:19Z,57056453,469069,0,2435
Cant Take My Eyes Off You - Frankie Valli and The 4 Seasons + lyrics,LcJm1pOswfM,MrMikeLyrical,2018-07-03T20:16:05Z,56855588,490614,0,14266
Bad Boys Blue - I Wanna Hear Your Heartbeat Sunday Girl (Official Video) 1986,Kky5GUIiPAE,MELOMAN VIDEO,2022-02-17T06:34:21Z,56738287,252993,0,7314
Trans-X - Living On Video (Official Music Video),b9xBAtCsCTQ,UnidiscMusic,2018-07-07T06:07:34Z,56675515,417396,0,15231
New Edition - Cool It Now (Official Music Video),RZUq6N7Gx1c,NewEditionVEVO,2020-06-04T06:58:25Z,56435230,410784,0,18556
J-Kwon - Tipsy (Official Video),VwXeN2FsE7w,JKwonVEVO,2018-06-18T02:43:31Z,56323923,449907,0,14517
Muse - Neutron Star Collision (Love Is Forever) [OFFICIAL VIDEO],MTvgnYGu9bg,Muse,2018-06-09T17:33:15Z,56190980,290338,0,22421
Madonna - Borderline (Official Video) [HD],rSaC-YbSDpo,Madonna,2019-01-18T00:30:07Z,56133560,311902,0,20812
Happy Together,BqZ6sRHpWIk,The Turtles - Topic,2020-06-02T09:59:58Z,56016758,831655,0,2028
Cee Lo Green - Forget You,bKxodgpyGec,CeeLo Green,2018-07-05T14:29:07Z,55861203,449680,0,25978
Sweet Caroline,GmK5_lnQUbE,Neil Diamond - Topic,2020-06-02T04:57:14Z,55490263,461934,0,2119
